,Tweet content,Latitude,Longitude
50432,Your favorite Omicron week coaches are ~Striking out Arthritis~ one pitch at a time. ❤️💙 @… https://t.co/RUilpXxF5L,44.9820213,-93.2776794
157959,1874-1946  #newyork @ Bryant Park https://t.co/Z8clJfRFE2,40.75355,-73.98504
132359,The Dallas March for Babies is scheduled for April 16 at White Rock Lake https://t.co/HvzAvzv9CK,32.82289886,-96.74839783
175010,@horannftjacob call the house phone,42.13761907,-87.81136573
75450,"Want to work in #Norristown, PA? View our latest opening: https://t.co/z1QxWSoHYh #Healthcare #Job #Jobs #Hiring",40.121497,-75.3399048
60397,"Sales Representative - Lithia Auto Stores: (#Fresno, CA) https://t.co/P5zRV42aqr #Sales #Job #Jobs #Hiring #CareerArc",36.7468422,-119.7725868
7699,With my girls :) missed hanging out with you peks #buwi #04152016 @ Molly Malone losangeles https://t.co/ew5eYih3Co,34.06522812,-118.3615507
200413,"Director of Clinical Equipment Solutions - Chicago, IL - Compass Group USA: (#Chicago, IL) https://t.co/mhL24IPjif #MedicalDevices #jobhunt",41.8781136,-87.6297982
31723,"I'm at Plaza Universidad - @p_universidad in Benito Juárez, DF https://t.co/LBVZlGuAKB",19.36702488,-99.16630983
19723,😎 @ Harvard Ave https://t.co/cHasYYvWhM,41.44987145,-81.53627499
119792,Front to back fade! ⬅️➡️ #menstyle #menshair #cle #clewiseguys #westlake #lakewood #fade… https://t.co/R4mslARWyG,41.457035,-81.882785
119370,"Want to work in #Houston, TX? View our latest opening: https://t.co/PTvOGNzc9f #BusinessMgmt #Job #Jobs #Hiring",29.7628844,-95.3830615
33933,"Happy Birthday Suzanne ! (@ GianMarco's in Homewood, AL) https://t.co/r9SqXJQTba",33.46219976,-86.81264643
44827,I just need like a week shopping trip w/ unlimited $$,33.00557109,-85.14394397
159662,"Lowe's Stores: Store Seasonal Employee (#Mebane, NC) https://t.co/VpfLM9RYcn #Labor #Job #Jobs #Hiring",36.0959715,-79.2669619
122016,The #babylovefest just keeps a comin' #revellife #capturedourhearts #doesntgetsweeterthanthis @… https://t.co/GwItoFAcWC,43.36944,-80.98247
134354,"Join the J. Crew team! See our latest #Sales #job opening here: https://t.co/oRzacIWoWT #TintonFalls, NJ #Hiring",40.3042773,-74.1004185
119191,Pretty spectacular. Will be grabbing a couple bottles for sure - Drinking an Au Ra at @alsofhampden - https://t.co/djn9Kz3jfu #photo,40.2889,-76.9716
136311,Salud para todos!!!! #yayoboyz #elestadodeljardin #atlanticcitynj @ Margaritaville Atlantic City https://t.co/nGWpU2Ztdn,39.35827828,-74.4215865
177539,"We're #hiring! Click to apply: Manager, Integrated Digital Technology - https://t.co/fcAliBIEhw #BusinessMgmt #WoodcliffLake, NJ #Job #Jobs",41.0234304,-74.0665297
198371,"I'm at Cinépolis Corporativo - @cinepolis in Alvaro Obregon, DF w/ @axelmebu https://t.co/zdoGILXRsL",19.36830363,-99.2587214
16246,I'm at Bocanegra Miscelanea Rustica w/ @misterlonely_ https://t.co/9QbIrAu2oP,19.66061543,-101.1622085
152101,Me and this lil lady enjoying the breeze before the storm! #MsBelle #ZazzaZoo #BeachSideLiving @… https://t.co/L8LKSFenAA,28.091705,-80.565887
197157,"I'm at @OfficeDepot in Odessa, TX https://t.co/IuHzjQnyNd",31.891616,-102.345719
39754,"Movie time! (at @Cinemex for The Jungle Book in Disney Digital 3D in Miguel Hidalgo, DF w/ @edgaruseches) https://t.co/adDPkN5fM7",19.43753051,-99.20720991
171862,US commercial real estate prices take a dip in 2016 https://t.co/wLqVlOAV2G,34.28665522,-118.4589966
7410,El dia de hoy me toca felicitar a mi madre y darle gracias ah dios… https://t.co/pissQEPXxY,29.0068971,-110.9372575
95674,It's always 5:00 on the island @ Phi Gamma Delta https://t.co/8aWH0LqLKo,33.45629326,-88.79925013
133923,"Want to work in #Peru, IL? View our latest opening: https://t.co/oleo0sKrON #Accounting #Job #Jobs #Hiring https://t.co/jGbVVQHaog",41.3275349,-89.1289728
34082,"NatGeo 🌐 @ Washington, District of Columbia https://t.co/F41IieTLl0",38.8951,-77.0367
152391,Just posted a photo @ Lincoln Memorial https://t.co/4oMJeD3j8q,38.8893,-77.05011111
1066,"Mahallamiz moshinlari @ Farmington Hills, Michigan https://t.co/jopEYQTWjI",42.48527778,-83.37694444
107552,Never wanted to be perfect I just wanted to be me....… https://t.co/reWJHkLn6O,29.7629,-95.3832
166312,red flag warning due to strong winds and low humidities this afternoon for west central and south central minnes... https://t.co/RG6mfBHCu6,45.56586,-94.19752
81771,"Can you recommend anyone for this #job? SONOGRAPHER - https://t.co/uEjuaqHmSl #ALEXANDRIA, VA #Healthcare #Hiring #CareerArc",38.8220903,-77.1054146
2266,"Just posted a photo @ Philadelphia, Pennsylvania https://t.co/qJCQiYzk5Y",39.998,-75.1448
44956,"I'm at Downtown St. Augustine in St Augustine, FL https://t.co/pPNmhHQj8N",29.89361501,-81.31290429
15623,Finally got to spend quality time with Hon. T. Kennedy. Just added a Judge to my personal… https://t.co/hAPb9dGXIr,40.7590678,-73.97951208
12474,Princess 👑 @ Patriot Saloon https://t.co/nQ8rqgP2Hm,40.714958,-74.008252
120758,"BAYADA Home Health Care: Certified Home Health Aide (CHHA) - Weekends (#Clark, NJ) https://t.co/Fb1mtdvuMb #Job #Jobs #Hiring",40.6278031,-74.3127631
95881,"SPRING BREAK FUN!
A Frozen Fever Painting Party!
Who will your little one choose to paint?… https://t.co/4Fw6o8iMmI",40.85131,-73.82969
25001,"2016.04.15 Napping with SpongeBob, thank you Aunt Sandy😂😙🤓💙 #friyay #silly #funnyboy… https://t.co/YneKUjKBeL",42.33989321,-83.47845391
38786,"I'm at @TokyoTable in Irvine, CA https://t.co/j7GDznxYz9",33.68771185,-117.8336642
189871,"😎 (@ bucaneros mariscos in Playa Del Carmen, Quintana Roo) https://t.co/ge1QqxWAHS",20.63543402,-87.07861288
191929,"LanguageLine Solutions #CustomerService #Job: Portuguese Interpreters (#SanJose, CA) https://t.co/Gm3nzWYcdp #interpreter #bilingual #Jobs",37.3382082,-121.8863286
5462,"Want to work in #LongBeach, CA? View our latest opening: https://t.co/kgbAD2JbSh #Healthcare #Job #Jobs #Hiring https://t.co/RK6guKjQC6",33.7700504,-118.1937395
97805,"#WINTERPARK, FL #Retail #Job: Meat Cutter at Winn Dixie https://t.co/nG3cAZLM5S #Jobs #Hiring #CareerArc",28.5960175,-81.2853171
201769,Really don't feel like getting up,36.1844,-95.99599625
165752,Just posted a photo @ Matthiessen State Park https://t.co/NeTlPvJuoQ,41.29555556,-89.02527778
190031,"Philips North America: Software Application Architect (#SanJose, CA) https://t.co/BlZ0I8JSK9 #Job #Jobs #Hiring",37.3393857,-121.8949555
121820,See a video tour of my #listing 1955 McDade Farm Road #Hephziabh #GA https://t.co/EfKp5OlCMY #realestate https://t.co/BUP7Knwke7,33.341002,-82.0264252
94349,"I would LOVE to be your Wardrobe Connoisseur! 💞💕💞💗💖💓💕💞💖💞💕💓💖💗💞💕💞 

XoXo muah! 

The ""FULL LOOK""… https://t.co/e69a6ZYNEA",30.01682,-95.44563
155811,Jumped off the plane and Amos made a bed for me in his back seat. :*) #ilovehimsomuch @ Long… https://t.co/F2ekAx1jmZ,33.8178555,-118.1446519
149736,"Tonight at 10pm, baltimorecocktailweek Chartruese Cocktail throw down at @BookmakersBmore !!… https://t.co/HcPTXosJw5",39.27654,-76.61315
28653,Those who golf together stay together 🏌🏌🏌 @ Bunker Hills Golf Club… https://t.co/sPvZ3xiGC9,45.20268154,-93.28846171
58917,Date night with my hunky husband and my favorite beverage.… https://t.co/Y0DLy3Tyga,32.758822,-97.109267
129797,"Interested in a #ProjectMgmt #job near #Waterloo, ON? This could be a great fit: https://t.co/8zvDvavjbM #Hiring",43.4642578,-80.5204096
118954,"Chico's: Sales Associate (#Hurst, TX) https://t.co/DOQxixbZGA #Retail #Job #Jobs #Hiring",32.8298826,-97.2003446
157976,#SuspiciousPerson at International Dr &amp; Carrier Dr. #orlpol #ocso,28.456028,-81.4708167
68977,hi @dristenblack @ Zombie Squad https://t.co/mZKA9j8A2Y,42.8689023,-97.4005516
155482,"Few drinks out with Eric and my dear friend Mustafa....  🍻🍺👍
#drinks
#happyhour @ The Netherwood https://t.co/VTUYVQAQol",40.6328609,-74.3960476
135572,"Interested in a #Healthcare #job near #StatenIsland, NY? This could be a great fit: https://t.co/28t0jzSIlS #jobhunt #Hiring",40.7127837,-74.0059413
66419,"Thank you Red Rock Canyon for all of your natural eye candy! 

#redrock #redrockcanyon… https://t.co/5Q3i2dIvho",36.15215109,-115.4378316
128043,"This #ProjectMgmt #job might be a great fit for you: Data Analyst at USMS in Arlington,VA TS Preferred SCIF... - https://t.co/NlchwRh4ji",38.8590044,-77.0490923
197534,"Office (@ Centro de Negocios @CotsaMty in Garza García, Nuevo León) https://t.co/YaKGF9Qtf8",25.6524601,-100.3369446
50807,"Roasted Hen, Potato Pave, Creme, Sorrel, Lardons thestaffcanteen @Star_Chefs @truecooks… https://t.co/RfijdmGDkS",38.83482,-104.84214
119510,"This #job might be a great fit for you: Food Service Supervisor - https://t.co/vmnm3c9PRy #Freeland, MI #Hiring #CareerArc",43.5084297,-84.10446
166063,"If you're a #Hospitality professional in #MountVernon, MO, check out this #job: https://t.co/H0py3ISmfi #SONIC #Hiring #CareerArc",37.0938445,-93.8115221
81561,"Interested in a #Retail #job near #Raleigh, NC? This could be a great fit: https://t.co/2jgqk4RC0m #Hiring",35.8774409,-78.5547283
198067,"Join the Aerotek team! See our latest #Construction #job opening here: https://t.co/w2de22yQIp #Riverdale, IA #Hiring",41.5444778,-90.4581879
115095,Mi ex novio plataformero ahora ya hace videos!! Qué barbaridad!!! Saludos a todos los… https://t.co/NutLmihn7j,19.35344094,-99.15833282
104648,"I'm at Xsport Fitness in Fairfax, VA https://t.co/eWj9COgC1F",38.85578333,-77.33542339
128046,"#Liverpool, NY #CustomerService #Job: Customer Service Associate I at Lowe's Stores https://t.co/47qlZXBP1P #Jobs #Hiring",43.106456,-76.2177046
179103,"Can you recommend anyone for this #job? Picker - https://t.co/wfVa4N0bY1 #cintasjobs #Montgomery, AL #Manufacturing https://t.co/ISrOGj19Ac",32.3668052,-86.2999689
27340,we're in Amherst! Just finished day one of or trip. Tomorrow is performance day🎶 @ UMass Amherst https://t.co/QdBtq4geR3,42.38743165,-72.52983518
99596,"Want to work in #PaloAlto, CA? View our latest opening: https://t.co/DXh7POncHN #Clerical #Job #Jobs #Hiring #CareerArc",37.4418834,-122.1430195
115191,"Provider Network Specialist I-Cincinnati - Buckeye Community Health: (#Cincinnati, OH) https://t.co/m5xTe4QTAY #Insurance #Job #Jobs",39.1031182,-84.5120196
114686,"This #job might be a great fit for you: Attending - Anesthesiologist - https://t.co/Fq5Mt1RVPa #BrownsMills, NJ https://t.co/OY2gsMF9l2",39.9726147,-74.5829331
75713,"Physical Therapist Outpatient - Supplemental Health Care: (#Dearborn, MI) https://t.co/pCXcgS4syA #Nursing #Job #Jobs #Hiring #CareerArc",42.3382755,-83.1756188
201089,Strong winds will impact parts of the county today! At 5:09 I'll pinpoint where winds could reach 70mph on 10News https://t.co/6wg8NzA4S7,32.7143122,-117.166272
131642,Drinking a Coco Loco by @nodabrewing @ Paxton's Pad — https://t.co/6EafmevUxn,33.4204,-111.851
196220,"Breakfast with my sister/roomie (at @IHOP in Totowa, NJ w/ @wickitrocker) https://t.co/RCuDJqx0Ut",40.89372,-74.23188
123569,"#PONTIAC, MI #Automotive #Job: Automotive Mechanic at UPS https://t.co/KzlFgkX7jE #Jobs #Hiring #CareerArc",42.5247496,-83.5232987
55419,Just posted a video @ A&amp;G Conventions https://t.co/u2Q8gkMcqv,39.2837,-84.4687
179507,"See our latest #Monroe, LA #job and click to apply: Retail Store Positions - https://t.co/30zmOcPp6b #Retail #Hiring #CareerArc",32.516803,-92.106917
101269,"I'm at The @HomeDepot in Cockeysville, MD https://t.co/LMtAsZglYZ",39.46513078,-76.64183736
18747,"Because chilifest 🍻 @ Snook, Texas https://t.co/TxLhUn3Jrw",30.49027778,-96.46972222
23798,All #puppies on #sale for #springsale #gorgeous #cairnterrier #Puppiesforsale in #bayside… https://t.co/kYZLQ5JQZa,40.76638,-73.772203
186267,Got my curds @DineOut4LifePHL @cowandthecurd #eatcurds #yummy https://t.co/dpovDYdKxp,39.9519062,-75.1628164
113629,"#NorthKingstown, RI #CustomerService #Job: Technical Customer Support at Aerotek https://t.co/TmKgD3SkGk #Jobs #Hiring",41.5568315,-71.4536835
8314,"See our latest #SanFrancisco, CA #job and click to apply: Registered Nurse (RN) /... - https://t.co/GEGaE9vJpZ https://t.co/Hs17GWYciO",37.7749295,-122.4194155
72531,HUGE thank you to @smexaminer @monumentaldrive and @phil_mershon for the lovely welcome!! Hugs… https://t.co/GjyZN9bTdm,32.70793813,-117.1655417
159244,"@FoxNews @JonahNRO @nikkihaley @TeamCavuto Another ""young generational"" anti-Trump . #stoptheestablishment",38.64864865,-90.59874568
81735,My spot,36.16389135,-86.83108529
131492,"Wind 0.7 mph W. Barometer 29.864 in, Steady. Temperature 62.7 °F. Rain today 0.01 in. Humidity 97%",31.58694444,-90.89833333
62099,"#Physician alert: Physician Emergency... | Providence Health &amp; Services | #Missoula, MT https://t.co/VRB6rYPnQT https://t.co/xXbF11UM4s",46.8500521,-113.9869641
59437,🔝👭👭👭👭💕 @ Universidad MONDRAGON UCO https://t.co/FJFQZpq0U9,20.58019474,-100.2967397
66470,Why is this city so beautiful ? #letsgobucs @ PNC Park https://t.co/EhdKh7Jd0F,40.44709673,-80.00615131
99663,MeanWhile: I Hardly Watch The #RegularSeason... The @PelicansNBA Made It Real Hard To Wanna… https://t.co/0lCQjILbrS,30.445729,-91.034758
177391,"Can you recommend anyone for this #Hospitality #job? https://t.co/CNAklMYM6O 3032 JOHN HAWKINS PKWY, #HOOVER, AL #Veterans #Hiring",33.3723165,-86.8117201
94271,"I'm at @PetesCoffeeShop in Knoxville, TN https://t.co/OZBh8aGO3j",35.96408549,-83.9209647
101276,"Interested in a #Hospitality #job near #BuffaloGrove, IL? This could be a great fit: https://t.co/K9CtufVC5A #Hiring #CareerArc",42.1662831,-87.9631308
198761,"Want to work at RemX? We're #hiring in #GlenAllen, VA! Click for details: https://t.co/H1uIcsP3Si #Clerical #Job #Jobs #CareerArc",37.655765,-77.575006
177484,"Tonight @halffullbrewery #PintNight @localbeerbar #Fairfield !!! Baltic Porter, IPL, Liquid… https://t.co/Zfk7xQ9XYa",41.1420226,-73.26533594
133804,For those of you that keep doubting I'm pressin' what I'm postin' 12… https://t.co/McSCNdqvmk,38.78473221,-77.51844922
26073,https://t.co/EDe6yLyppO #FuckingBernie #Smh #VoteForTrump #MakeAmericaGreatAgain,25.9256804,-81.6444829
3889,"See our latest #Spartanburg, SC #job and click to apply: MCAT INSTRUCTOR - Spartanburg, SC - https://t.co/g6GYgI8dRS #Education #Hiring",34.9495672,-81.9320482
43792,"I thought i had one too many but no, I was experiencing this. Had to message josephvassiliou12… https://t.co/Ss4zbDvWJG",40.73243,-74.001961
48816,Cavaliers advance to final of Hendersonville Invitational. @ Hendersonville Memorial Park https://t.co/K3LpemVeKZ,36.30436575,-86.61130797
20221,"I'm at AMC Baton Rouge 16 - @amctheatres in Baton Rouge, LA https://t.co/ijpmgGJkFQ",30.44039465,-91.01018554
7293,A girl should be two things: classy and fabulous. - Coco Chanel https://t.co/gEPsPRGwc1,37.69891154,-123.0115616
161391,"I'm at The Adkins Household in Newell, Alabama in Woodland, AL https://t.co/5HW1nb0pZ4",33.46280434,-85.48396037
127655,"Pharmacy Technician - CVS Health: (#Albany, NY) https://t.co/WK1JmmGBir #Healthcare #Job #Jobs #Hiring #CareerArc",42.6525793,-73.7562317
159436,Del MD Anderson pal mundo Dr. Bruera 💁🏼#palliativecare #congreso #ALCP… https://t.co/gmgpzKO7HU,19.30353526,-99.20019054
184236,Bucket list: crowd surf to one of my favorite bands ✔️… https://t.co/4PUJmX4JFm,33.43669,-111.94414
51351,"NSO Concert! #NSO (@ Kennedy Center Concert Hall - NSO in Washington, DC) https://t.co/GR9ARe6HLU https://t.co/rxE5HEzSLQ",38.89560675,-77.05530235
135004,"Want to work in #Atlanta, GA? View our latest opening: https://t.co/83eOxfNlNT #Nursing #RN #Nursing #Job #Jobs https://t.co/ER8RNLwLLJ",33.7489954,-84.3879824
160140,I just Love the Art Deco bloomingdales building and font.💕 (Took pic a few days ago walking in… https://t.co/sE97ppQoKB,40.76222954,-73.9677767
162945,Polar bear cub Nora to make public debut at Columbus Zoo 10TV https://t.co/uNR4J4rU0V,39.96378925,-82.99527267
119254,"Sales Associate, Levis Outlet Store Wrentham, MA - Levi Strauss &amp; Co.: (#Wrentham, MA) https://t.co/f9S2lvl5q0 #Retail #Job #Jobs #Hiring",42.0380258,-71.3494228
1576,"Rise and shine, it's training ride time! #RFAC2016 (@ Lakefront at Belmont in Chicago, IL) https://t.co/m5zDMW6JHs",41.94115002,-87.64038669
36540,La película empieza a las 7:15 P.M. Y la verdad puro niños; lo que uno hace por los sobrinos.!!!,34.4211,-119.701
170385,"I'm at @ChaiKfe in Guadalajara, Jalisco https://t.co/Rh8Me2atBN",20.67443226,-103.3698946
20469,"I'm at @MarqueeNy in New York, NY https://t.co/d9zHlOMt1i",40.75008454,-74.00280484
108079,Baby say we along way from the lakes we grew up swimming in🙏🏾😎 #WeThankful #GodIsGood… https://t.co/1VJv1zCr7z,26.082492,-80.246495
76931,"Accident, shoulder blocked in #Cleveland on I-35 NB south of Indian Hills Rd, slow traffic back to Tecumseh Rd, delay of 2 mins #OKCtraffic",35.2911,-97.4874
128856,"Günaydın 🌞 (@ Kuweyka Malikanesi in Montgomery, AL) https://t.co/FZsE1eVkUz",32.39593867,-86.22093163
177371,"#CustomerService #Job alert: Gujarati Interpreters | LanguageLine Solutions | #Chicago, IL https://t.co/Y31sOLfJ0v #interpreter #bilingual",41.8781136,-87.6297982
50295,"⚠️ Severe Thunderstorm Warning including Sturgis OK, Eva OK until 8:00 PM CDT https://t.co/9gLBKJP174",36.81900808,-101.9290201
138183,"Can you recommend anyone for this #Hospitality #job? https://t.co/AXYBXSBc2Q #Bartlett, TN #Hiring",35.2311309,-89.8090346
127671,"See our latest #WestMemphis, AR #job and click to apply: Maintenance Technician - https://t.co/JpetEtwEly #Manufacturing #Hiring",35.1464797,-90.1845388
69202,"See our latest #GrandSaline, TX #job and click to apply: STORE MANAGER... - https://t.co/c2ja8haRXl #Diversity https://t.co/uEcpPrBvV6",32.6734636,-95.7094069
171074,"Picking up my LeBron 13's (at @JasonMarkk Flagship Store in Los Angeles, CA) https://t.co/kkXJtdmn3z https://t.co/tKkUuROPhK",34.04886742,-118.2409414
202470,"USGS reports a M1.4 #earthquake 65km WNW of Pioche, Nevada on 4/14/16 @ 10:55:24 UTC https://t.co/ngu0VLuC79 #quake",38.1243,-115.1577
93291,"If you're a #Construction professional in #FondDuLac, WI, check out this #job: https://t.co/N5dOAaAJjf #Hiring https://t.co/Mo17V0ggnf",43.7730448,-88.4470508
139694,"And the most unusual and surrealistic place in NY is Central Park... 🌿 @ New York, Central Park https://t.co/apijSNGLud",40.7748293,-73.97650045
55190,"Can you recommend anyone for this #job? Caregiver - Home Health Aide - https://t.co/kozpuldjFl #Englewood, Colorado #HealthWelfare #Hiring",39.6477653,-104.9877597
179779,"See our latest #Towson, MD #job and click to apply: Director of Learning and Organization Development - https://t.co/byG5QIhGmr #Hiring",39.4014955,-76.6019125
182970,"This #Nursing #job might be a great fit for you: Cath Lab - https://t.co/ik79sMpsUq #TravelNurse #Phoenix, AZ https://t.co/AlG89doyyE",33.4483771,-112.0740373
10932,Good time Charley  hanging tonight kimthestarvingartist #oldschooltattooing… https://t.co/PYRhXrRIlA,33.91427215,-118.0843168
163231,"#RoundRock, TX #IT #Job: DFS IT Sr. Manager End of Lease and Lease Servicing at Dell https://t.co/TM11V9glxv #delljobs #Jobs #Hiring",30.5082551,-97.678896
130677,This bike is killer @ Jesse's Burritos Stinnett https://t.co/6aoLQNFfRg,35.82316199,-101.4432279
97133,"Adoro la casa della mia amica Annalisa! 😍 @ Hampton, Virginia https://t.co/6lI4bVRLLS",37.0349,-76.3601
44114,Molly had a rough week! @ Mark and Aymee's House https://t.co/9GC10uB7pF,31.28421825,-85.06471869
102130,We ❤️ ramen and the beach. @ Penscola Beach https://t.co/2Dkp6eYKie,30.3695186,-87.17543063
129178,"We're #hiring! Read about our latest #job opening here: Press Operator - https://t.co/68euJyhyfx #Springfield, OH #SkilledTrade",39.9242266,-83.8088171
152448,"Want to work in #Oakland, CA? View our latest opening: https://t.co/LgPbhxvLmc #Job #Jobs #Hiring https://t.co/01OyRPrXgZ",37.8043637,-122.2711137
44525,Baptist Hospital Physician Appreciation Dinner @wittemuseum @ Witte Museum https://t.co/WfV6EiJdB0,29.4613634,-98.466782
133865,"@ebbtideapp Tide in Morehead City, North Carolina 04/15/2016
 Low  9:58am  0.3
High  4:06pm  2.7
 Low 10:08pm  0.4
High  4:28am  3.2",34.7167,-76.7
89172,My picture make myself so like ou? Okay bye.. Lol I joke I love y'all💕🙈👽 @ Del City High School https://t.co/zYylNUDl6m,35.44587,-97.439958
111743,Such a joy to break bread with these beauties!  #blackgirlmagic @… https://t.co/mDluOPzxVn,38.91744375,-77.03137248
179085,"See our latest #Highlands, TX #job and click to apply: Maintenance Technician - https://t.co/g2yVKJSWRx #FacilitiesMgmt #Veterans #Hiring",29.818836,-95.0560404
